868.811755	911.915805	0
825.911665	868.607795	0
783.351515	825.775685	0
741.131305	783.147555	0
699.25103	740.99533	0
657.71069	699.04707	0
616.51029	657.57471	0
575.51385	616.44231	0
534.72137	575.37787	0
494.200845	534.585395	0
453.95227	494.06487	0
413.83967	453.95227	0
373.863045	413.703695	0
334.09038	373.79506	0
294.45369	334.02239	0
254.952975	294.385705	0
215.588235	254.884985	0
176.291485	215.588235	0
136.994735	176.291485	0
97.7659695	136.9267505	0
58.673178	97.69798	0
19.5803885	58.7411655	0
-19.5803885	19.5803885	0
-58.673178	-19.648376	0
-97.7659695	-58.6051885	0
-136.994735	-97.697985	0
-176.291485	-136.994735	0
-215.588235	-176.291485	0
-254.952975	-215.520245	0
-294.45369	-254.88499	0
-334.09038	-294.3857	0
-373.863045	-334.022395	0
-413.83967	-373.72707	0
-453.95227	-413.83967	0
-494.200845	-453.816295	0
-534.72137	-494.06487	0
-575.51385	-534.58539	0
-616.51029	-575.44587	0
-657.71069	-616.37431	0
-699.25103	-657.50673	0
-741.131305	-699.115055	0
-783.351515	-740.927345	0
-825.911665	-783.215535	0
-868.811755	-825.707705	0
-911.915805	-868.811755	0
