1566.3991	1611.5157	2400
1612.0434	1656.1046	2400
1655.9727	1700.2977	2400
1700.69345	1744.22695	2400
1744.095	1787.8924	2400
1788.2882	1831.294	2400
1831.35995	1874.23385	2400
1874.16785	1917.17375	2400
1917.5036	1959.8498	2400
1959.91575	2002.13005	2400
2001.93215	2044.54225	2400
2044.93805	2086.75655	2400
2086.49265	2128.83895	2400
2129.23475	2170.78945	2400
2170.7235	2212.4101	2400
2212.27815	2254.22865	2400
2254.4925	2295.9153	2400
2295.65145	2337.60195	2400
2337.8658	2379.2886	2400
2379.2886	2420.7114	2400
2420.44755	2462.39805	2400
2462.6619	2504.0847	2400
2503.82085	2545.77135	2400
2545.9033	2587.5899	2400
2587.65585	2629.21055	2400
2628.81475	2671.16105	2400
2671.42495	2713.24345	2400
2712.84765	2755.45775	2400
2755.65565	2797.86995	2400
2797.804	2840.1502	2400
2840.1502	2882.4964	2400
