2.6095500e+03	-1.0975600e+01
 2.6092000e+03	-4.3091900e+00
 2.5986000e+03	 4.9479200e+01
 2.5598400e+03	 1.0407100e+02
 2.5490300e+03	 1.0904500e+02
 2.4907300e+03	 1.2275400e+02
 2.4644800e+03	 1.1925900e+02
 2.4409200e+03	 1.1237000e+02
 2.4264700e+03	 1.0332100e+02
 2.4020500e+03	 8.3346100e+01
 2.3757700e+03	 4.2332200e+01
 2.3725600e+03	 2.4903800e+01
 2.3835000e+03	-5.1253900e+01
 2.4161200e+03	-8.1695000e+01
 2.4544100e+03	-1.0997500e+02
 2.4793500e+03	-1.1560700e+02
 2.5093100e+03	-1.1732200e+02
 2.5239100e+03	-1.0975100e+02
 2.5687900e+03	-8.0136900e+01
 2.6033500e+03	-2.6098800e+01
 2.6091700e+03	-1.3017500e+01
 2.6095500e+03	-1.0975600e+01
NaN	NaN
 2.6616100e+03	 1.7575600e+00
 2.6610400e+03	 1.2555200e+01
 2.6539900e+03	 5.4361900e+01
 2.6376000e+03	 9.6169200e+01
 2.6238300e+03	 1.1494900e+02
 2.5566700e+03	 1.6852300e+02
 2.5335600e+03	 1.7607200e+02
 2.4802000e+03	 1.8254200e+02
 2.4273900e+03	 1.7062100e+02
 2.4107100e+03	 1.6574400e+02
 2.3965600e+03	 1.5688400e+02
 2.3571200e+03	 1.2641000e+02
 2.3432700e+03	 1.0392600e+02
 2.3183500e+03	 5.8299000e+01
 2.3116300e+03	 2.6120700e+01
 2.3189400e+03	-3.0817100e+01
 2.3261500e+03	-6.7684800e+01
 2.3466700e+03	-1.0470400e+02
 2.3958800e+03	-1.4892100e+02
 2.4066800e+03	-1.5689400e+02
 2.4960300e+03	-1.7707400e+02
 2.5035900e+03	-1.7750700e+02
 2.5530600e+03	-1.6104900e+02
 2.5815700e+03	-1.4567800e+02
 2.6104400e+03	-1.2331900e+02
 2.6346400e+03	-8.1401100e+01
 2.6542900e+03	-3.7277100e+01
 2.6616100e+03	 1.7575600e+00
NaN	NaN
 2.7013300e+03	-1.2222100e+01
 2.6988000e+03	 5.3159800e+01
 2.6980900e+03	 5.7414200e+01
 2.6959000e+03	 6.2996000e+01
 2.6732800e+03	 1.1133100e+02
 2.6562900e+03	 1.4204100e+02
 2.5924100e+03	 1.9370500e+02
 2.5725500e+03	 2.0894400e+02
 2.5519900e+03	 2.1805000e+02
 2.4918400e+03	 2.2503400e+02
 2.4692700e+03	 2.2662800e+02
 2.4424200e+03	 2.2246200e+02
 2.4013700e+03	 2.1212800e+02
