284.8165	218.0681	110.2844	-250
284.8165	218.0681	122.465	-250
284.8165	218.0681	134.7048	-250
284.8165	218.0681	147.0039	-250
284.8165	218.0681	159.3956	-250
284.8165	218.0681	171.8206	-250
284.8165	218.0681	184.3049	-250
284.8165	218.0681	196.8473	-250
284.8165	218.0681	209.4532	-250
284.8165	218.0681	222.1227	-250
284.8165	218.0681	234.8503	-250
284.8165	218.0681	247.6372	-250
284.8165	218.0681	260.4919	-250
284.8165	218.0681	273.4004	-250
284.8165	218.0681	286.3724	-250
284.8165	218.0681	299.4069	-250
284.8165	218.0681	312.5308	-250
284.8165	218.0681	325.6881	-250
284.8165	218.0681	338.9035	-250
284.8165	218.0681	352.2115	-250
284.8165	218.0681	365.5496	-250
284.8165	218.0681	378.9804	-250
284.8165	218.0681	392.5027	-250
284.8165	218.0681	406.0551	-250
284.8165	218.0681	419.6959	-250
284.8165	218.0681	433.3743	-250
284.8165	218.0681	447.1378	-250
284.8165	218.0681	460.9971	-250
284.8165	218.0681	474.9157	-250
284.8165	218.0681	488.8633	-250
284.8165	218.0681	502.9035	-250
284.8165	218.0681	517.0654	-250
284.8165	218.0681	531.2273	-250
284.8165	218.0681	545.4829	-250
284.8165	218.0681	550	-233.3333
