284.8165	218.0681	459.3184	-250
284.8165	218.0681	447.1378	-250
284.8165	218.0681	434.8979	-250
284.8165	218.0681	422.5989	-250
284.8165	218.0681	410.2072	-250
284.8165	218.0681	397.8113	-250
284.8165	218.0681	385.2979	-250
284.8165	218.0681	372.7555	-250
284.8165	218.0681	360.1786	-250
284.8165	218.0681	347.4801	-250
284.8165	218.0681	334.7525	-250
284.8165	218.0681	321.9656	-250
284.8165	218.0681	309.1109	-250
284.8165	218.0681	296.2024	-250
284.8165	218.0681	283.2304	-250
284.8165	218.0681	270.1959	-250
284.8165	218.0681	257.072	-250
284.8165	218.0681	243.9147	-250
284.8165	218.0681	230.6993	-250
284.8165	218.0681	217.4204	-250
284.8165	218.0681	204.0531	-250
284.8165	218.0681	190.6224	-250
284.8165	218.0681	177.099	-250
284.8165	218.0681	163.5477	-250
284.8165	218.0681	149.9069	-250
284.8165	218.0681	136.2274	-250
284.8165	218.0681	122.465	-250
284.8165	218.0681	108.6057	-250
284.8165	218.0681	100	-237.0963
284.8165	218.0681	100	-205.9033
284.8165	218.0681	100	-178.5617
284.8165	218.0681	100	-154.4652
284.8165	218.0681	100	-132.9989
284.8165	218.0681	100	-113.8251
284.8165	218.0681	100	-96.5467
