398.435	419.209	318.136
373.117	392.593	318.136
349.093	367.926	318.136
326.724	343.212	318.136
307.995	320.722	318.136
293.212	303.689	318.136
280.116	290.593	318.136
266.738	277.376	318.136
299.588	303.577	318.136
294.601	298.591	318.136
289.270	293.361	318.136
284.173	288.229	318.136
279.104	283.159	318.136
273.933	278.046	318.136
268.728	272.721	318.136
263.737	267.730	318.136
243.755	256.314	318.136
222.500	238.234	318.136
198.572	216.741	318.136
173.902	193.190	318.136
146.608	167.716	318.136
116.419	139.701	318.136
82.174	108.395	318.136
42.531	72.676	318.136
383.453	415.030	318.136
344.718	374.823	318.136
307.248	337.031	318.136
270.021	299.803	318.136
227.557	260.331	318.136
174.484	214.175	318.136
110.467	158.389	318.136
0.000	0.000	318.136
