   1.0333e-01   1.8307e+04
   1.1046e-01   1.5819e+04
   1.1808e-01   1.3654e+04
   1.2623e-01   1.1735e+04
   1.3494e-01   1.0066e+04
   1.4425e-01   8.6267e+03
   1.5420e-01   7.3873e+03
   1.6484e-01   6.3215e+03
   1.7621e-01   5.4060e+03
   1.8837e-01   4.6204e+03
   2.0137e-01   3.9467e+03
   2.0952e-01   3.5975e+03
   2.1273e-01   3.4694e+03
   2.1359e-01   3.4357e+03
   2.1487e-01   3.3853e+03
   2.1527e-01   3.3697e+03
   2.1825e-01   3.2539e+03
   2.2159e-01   3.1295e+03
   2.2248e-01   3.0980e+03
   2.2381e-01   3.0525e+03
   2.2715e-01   2.9499e+03
   2.3012e-01   2.8760e+03
   2.4600e-01   2.4535e+03
   2.6297e-01   2.0926e+03
   2.8112e-01   1.7842e+03
   2.8256e-01   1.2022e+03
   2.8689e-01   5.1081e+04
   2.8804e-01   4.6667e+04
   2.8977e-01   3.3047e+04
   2.9410e-01   1.9515e+04
   3.0051e-01   3.2629e+04
   3.2125e-01   2.8427e+04
   3.4341e-01   2.4610e+04
   3.6711e-01   2.1170e+04
   3.9244e-01   1.8108e+04
   4.1952e-01   1.5420e+04
   4.4847e-01   1.3083e+04
   4.7941e-01   1.1068e+04
   5.1249e-01   9.3379e+03
   5.4785e-01   7.8614e+03
   5.8565e-01   6.6058e+03
   6.2606e-01   5.5413e+03
   6.6926e-01   4.6412e+03
   7.1544e-01   3.8819e+03
   7.6481e-01   3.2425e+03
   8.1758e-01   2.7051e+03
   8.7399e-01   2.2541e+03
   9.0000e-01   2.0796e+03 
   9.0450e-01   2.0513e+03
   9.0902e-01   2.0233e+03
   9.1357e-01   1.9957e+03
   9.1814e-01   1.9685e+03
   9.2273e-01   1.9416e+03
   9.2734e-01   1.9151e+03
   9.3198e-01   1.8890e+03
   9.3664e-01   1.8631e+03
   9.4132e-01   1.8377e+03
   9.4603e-01   1.8125e+03
   9.5076e-01   1.7877e+03
   9.5551e-01   1.7632e+03
   9.6029e-01   1.7391e+03
   9.6509e-01   1.7152e+03
   9.6991e-01   1.6917e+03
   9.7476e-01   1.6685e+03
   9.7964e-01   1.6456e+03
   9.8454e-01   1.6230e+03
   9.8946e-01   1.6007e+03
   9.9441e-01   1.5787e+03
   9.9938e-01   1.5569e+03
   1.0044e+00   1.5354e+03
   1.0094e+00   1.5142e+03
   1.0144e+00   1.4933e+03
   1.0195e+00   1.4727e+03
   1.0246e+00   1.4523e+03
   1.0297e+00   1.4322e+03
   1.0349e+00   1.4123e+03
   1.0401e+00   1.3927e+03
   1.0453e+00   1.3734e+03
   1.0505e+00   1.3544e+03
   1.0557e+00   1.3356e+03
   1.0610e+00   1.3171e+03
   1.0663e+00   1.2988e+03
   1.0717e+00   1.2808e+03
   1.0770e+00   1.2630e+03
   1.0824e+00   1.2455e+03
   1.0878e+00   1.2282e+03
   1.0932e+00   1.2112e+03
   1.0987e+00   1.1943e+03
   1.1042e+00   1.1777e+03
   1.1097e+00   1.1613e+03
   1.1153e+00   1.1451e+03
   1.1209e+00   1.1291e+03
   1.1265e+00   1.1133e+03
   1.1321e+00   1.0976e+03
   1.1378e+00   1.0821e+03
   1.1434e+00   1.0668e+03
   1.1492e+00   1.0516e+03
   1.1549e+00   1.0365e+03
   1.1607e+00   1.0216e+03
   1.1665e+00   1.0069e+03
   1.1723e+00   9.9236e+02
   1.1782e+00   9.7797e+02
   1.1841e+00   9.6376e+02
   1.1900e+00   9.4973e+02
   1.1959e+00   9.3588e+02
   1.2019e+00   9.2222e+02
   1.2079e+00   9.0876e+02
   1.2140e+00   8.9549e+02
   1.2200e+00   8.8242e+02
   1.2261e+00   8.6957e+02
   1.2323e+00   8.5691e+02
   1.2384e+00   8.4446e+02
   1.2446e+00   8.3220e+02
   1.2508e+00   8.2014e+02
   1.2571e+00   8.0827e+02
   1.2634e+00   7.9658e+02
   1.2697e+00   7.8507e+02
   1.2760e+00   7.7373e+02
   1.2824e+00   7.6257e+02
   1.2888e+00   7.5157e+02
   1.2953e+00   7.4073e+02
   1.3018e+00   7.3004e+02
   1.3083e+00   7.1950e+02
   1.3148e+00   7.0911e+02
   1.3214e+00   6.9886e+02
   1.3280e+00   6.8875e+02
   1.3346e+00   6.7878e+02
   1.3413e+00   6.6896e+02
   1.3480e+00   6.5927e+02
   1.3548e+00   6.4973e+02
   1.3615e+00   6.4032e+02
   1.3683e+00   6.3104e+02
   1.3752e+00   6.2190e+02
   1.3821e+00   6.1289e+02
   1.3890e+00   6.0401e+02
   1.3959e+00   5.9526e+02
   1.4029e+00   5.8664e+02
   1.4099e+00   5.7814e+02
   1.4169e+00   5.6977e+02
