0.400	0.085
0.415	0.084
0.429	0.080
0.442	0.073
0.455	0.065
0.465	0.055
0.473	0.042
0.480	0.029
0.484	0.015
0.485	0.000
0.484	-0.015
0.480	-0.029
0.473	-0.042
0.465	-0.055
0.455	-0.065
0.442	-0.073
0.429	-0.080
0.415	-0.084
0.400	-0.085
0.385	-0.084
0.371	-0.080
0.358	-0.073
0.345	-0.065
0.335	-0.055
0.327	-0.042
0.320	-0.029
0.316	-0.015
0.315	0.000
0.316	0.015
0.320	0.029
0.327	0.042
0.335	0.055
0.345	0.065
0.358	0.073
0.371	0.080
0.385	0.084
0.400	0.085
NaN	NaN
0.400	0.064
0.411	0.063
0.422	0.060
0.432	0.055
0.441	0.049
0.449	0.041
0.455	0.032
0.460	0.022
0.463	0.011
0.464	0.000
0.463	-0.011
0.460	-0.022
0.455	-0.032
0.449	-0.041
0.441	-0.049
0.432	-0.055
0.422	-0.060
0.411	-0.063
0.400	-0.064
0.389	-0.063
0.378	-0.060
0.368	-0.055
0.359	-0.049
0.351	-0.041
0.345	-0.032
0.340	-0.022
0.337	-0.011
0.336	0.000
0.337	0.011
0.340	0.022
0.345	0.032
0.351	0.041
0.359	0.049
0.368	0.055
0.378	0.060
0.389	0.063
0.400	0.064
NaN	NaN
0.400	0.042
0.407	0.042
0.415	0.040
0.421	0.037
0.427	0.032
0.432	0.027
0.437	0.021
0.440	0.015
0.442	0.007
0.442	0.000
0.442	-0.007
0.440	-0.015
0.437	-0.021
0.432	-0.027
0.427	-0.032
0.421	-0.037
0.415	-0.040
0.407	-0.042
0.400	-0.042
0.393	-0.042
0.386	-0.040
0.379	-0.037
0.373	-0.032
0.368	-0.027
0.363	-0.021
0.360	-0.015
0.358	-0.007
0.358	0.000
0.358	0.007
0.360	0.015
0.363	0.021
0.368	0.027
0.373	0.032
0.379	0.037
0.386	0.040
0.393	0.042
0.400	0.042
NaN	NaN
0.400	0.021
0.404	0.021
0.407	0.020
0.411	0.018
0.414	0.016
0.416	0.014
0.418	0.011
0.420	0.007
0.421	0.004
0.421	0.000
0.421	-0.004
0.420	-0.007
0.418	-0.011
0.416	-0.014
0.414	-0.016
0.411	-0.018
0.407	-0.020
0.404	-0.021
0.400	-0.021
0.396	-0.021
0.393	-0.020
0.389	-0.018
0.386	-0.016
0.384	-0.014
0.382	-0.011
0.380	-0.007
0.379	-0.004
0.379	0.000
0.379	0.004
0.380	0.007
0.382	0.011
0.384	0.014
0.386	0.016
0.389	0.018
0.393	0.020
0.396	0.021
0.400	0.021
NaN	NaN
