1.327703	1.096364
1.289696	1.036364
1.243243	0.96
1.205236	0.8836364
1.163299	0.7657343
1.145372	0.6986014
1.129074	0.6398601
1.111147	0.5769231
1.09648	0.5055944
1.081812	0.4384615
1.072034	0.3755245
1.060626	0.2958042
1.055737	0.2412587
1.052477	0.1657343
1.045958	0.1027972
1.044329	0.02727273
1.042699	-0.04405594
1.045958	-0.1027972
1.050847	-0.1615385
1.057366	-0.2454545
1.065515	-0.3125874
1.072034	-0.3755245
1.083442	-0.451049
1.09648	-0.5097902
1.117666	-0.5811189
1.140482	-0.6566434
1.186115	-0.7195804
1.244785	-0.8202797
1.267601	-0.8622378
1.279009	-0.8874126
1.288787	-0.9293706
1.288787	-0.9545455
1.288787	-0.9713287
1.238266	-1.122378
1.27575	-1.105594
1.33279	-1.059441
1.466428	-1.055245
1.556063	-1.176923
1.559322	-1.227273
1.598435	-1.227273
1.634289	-1.013287
1.653846	-0.941958
1.712516	-0.8454545
1.754889	-0.8202797
1.994459	-0.5055944
2.071056	-0.3881119
2.134615	-0.2538462
2.173729	-0.1405594
2.186767	-0.06083916
2.203064	0.05244755
2.206323	0.1531469
2.193286	0.2496503
2.175359	0.3293706
2.110169	0.5097902
2.040091	0.6440559
1.970013	0.7573427
1.877119	0.9125874
1.80704	1.034266
1.780965	1.076224
1.714146	1.113986
1.515319	1.185315
1.495763	1.181119
1.327901	1.088811
	
	
	
	
	
	
	
